浴,42.05
咨,42.01
煤,42.01
宪,41.99
剪,41.93
抛,41.92
踢,41.92
肠,41.88
筹,41.79
寓,41.68
忌,41.6
绘,41.56
抄,41.54
缠,41.48
胞,41.44
糕,41.42
乖,41.41
吊,41.4
滩,41.31
亭,41.28
撑,41.25
孕,41.23
凑,40.89
署,40.86
魏,40.82
杆,40.82
拐,40.77
删,40.76
驱,40.74
豫,40.73
阁,40.56
耗,40.55
垃,40.52
憾,40.5
姻,40.46
溪,40.44
贼,40.43
盈,40.42
圾,40.37
脉,40.36
逢,40.29
淋,40.24
萍,40.18
衫,40.17
贤,40.14
鸭,40.13
翠,40.09
舅,40.03
舟,39.98
痕,39.96
轨,39.87
潘,39.85
伪,39.85
砖,39.72
妆,39.71
祸,39.7
恒,39.5
弥,39.43
勾,39.41
蛮,39.38
抑,39.37
胃,39.35
叙,39.32
覆,39.29
纠,39.26
狐,39.23
霞,39.18
扇,39.12
歉,39.11
漏,39.05
账,39.04
兽,38.9
泳,38.88
遵,38.86
笼,38.8
辽,38.79
毅,38.72
堵,38.69
割,38.59
霍,38.59
斑,38.58
铜,38.52
昂,38.51
姜,38.35
盼,38.22
痴,38.16
券,38.13
丛,38.13
箭,38.12
摔,38.11
旺,38.07
衬,38.02
柴,37.95
疆,37.93
浦,37.9
愉,37.87
澡,37.87
虹,37.83
绵,37.64
吞,37.62
撤,37.52
袁,37.48
腹,37.41
霸,37.38
盐,37.38
洒,37.34
巷,37.31
蔡,37.28
齿,37.24
嘻,37.24
奴,37.2
帕,37.2
谊,37.03
笨,37
岳,36.95
颤,36.9
碟,36.84
逻,36.83
辱,36.81
瞪,36.81
绑,36.77
鹏,36.7
晰,36.65
侠,36.62
携,36.54
陵,36.52
脖,36.5
暑,36.47
仓,36.46
蛇,36.43
腔,36.42
煮,36.36
桶,36.33
宴,36.19
厢,36.07
魅,35.96
捧,35.93
冻,35.88
谱,35.82
慎,35.76
披,35.69
翔,35.69
牲,35.57
皱,35.54
廉,35.53
卓,35.46
纹,35.46
喘,35.34
彭,35.33
胁,35.28
兔,35.28
惟,35.2
猴,35.11
柯,35.1
涯,35.05
寞,35.05
逝,35.03
械,34.93
惹,34.9
哇,34.84
鸿,34.76
妖,34.69
孝,34.61
碧,34.58
颠,34.57
碑,34.51
湘,34.47
趁,34.42
骚,34.4
浏,34.39
蝶,34.38
戈,34.34
徽,34.21
疏,34.21
岭,34.18
筒,34.17
歪,34.16
郊,34.04
兹,34.01
捉,33.94
砸,33.8
裸,33.79
泄,33.77
